mineral_name,mineral_frequency,sample_label,rock_name,classification,latitude,longitude,doi/ref,igsn,analytical_method,data_source,SiO2,TiO2,Al2O3,FeO,MnO,MgO,Cr2O3,Fe2O3,CaO,Na2O,K2O,P2O5,NiO,BaO,CO2,(SO3)2-,SO2,PbO,SrO,ZrO2,Nb2O5,B2O3,WO3,As2O5,ZnO,MoO3,CuO,CdO,Mn2O3,Cu2O,SnO,BeO,SnO2,H2O,F,Cl,Si,Ti,Al,Fe,S,Cu,Pb,Zn,Co,Ni,As,Ag,Sb,Hg,Bi,Te,Mo,Mn,Mg,Ca,Na,K,Cr,Sr,Ba,Y2O3,Sc2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Gd2O3,Dy2O3,ThO2,UO2,Tb2O3,ThO2.1,Tb2O3.1,ThO2 ,Tb2O3 
enstatite,Abundant,samp. MA-1947,Basaltic-andesite,Nan,13.25,123.7,[25423] RUTH D. C. S. (2021),Not Given,Not Given,GEOROC,54.2165,0.275875,1.31684,16.7546,0.568956,25.2495,1.87558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KELUD-1990-PL2,Pumice,Nan,-7.9,112.3,[25583] UTAMI S. B. (2021),Not Given,Not Given,GEOROC,52.55,0.26,1.81,19.37,0.64,24.26,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. FA13-1,Andesite,Nan,42.07,140.68,[17180] TAKAHASHI R. (2013),Not Given,Not Given,GEOROC,52.98,0.23,1.52,20.73,1.21,21.57,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. HK64081206G,"Lherzolite, plagioclase, xenolith",Nan,39.95,139.73,[23257] SATO Y. (2019),Not Given,Not Given,GEOROC,55.178,0.103,3.927,6.03,0.129,33.161,0.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. JVS 73-66,"Lherzolite, xenolith",Nan,-28.7689,24.7917,[17939] DELANEY J. S. (1980),Not Given,Not Given,GEOROC,58.5,0.024,0.842,4.66,0.101,36.5,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. ESP-1,Mugearite,Nan,45.02,3.85,[23919] PAQUETTE J.-L. (2020),Not Given,Not Given,GEOROC,55.95,0.02,2.68,6.04,0.08,35.26,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MA-1928,Basaltic-andesite,Nan,13.25,123.7,[25423] RUTH D. C. S. (2021),Not Given,Not Given,GEOROC,53.6359,0.270213,1.48878,18.9587,0.589847,24.0987,1.56604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. DM10-113,"Gabbronorite, oxide-apatite",Nan,41.1856,117.805,[23363] CHEN WEI TERRY (2015),Not Given,Not Given,GEOROC,54.258,0.166,2.398,19.506,,21.739,0.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. HYD-8,"Harzburgite, xenolith",Nan,-45.6,170.5,[18984] SCOTT J. M. (2014),Not Given,Not Given,GEOROC,55.91,0.02,3.64,5.44,0.11,32.88,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. HIK-5,Andesite,Nan,33.3,130.7,[12104] KAKUBUCHI S. (1995),Not Given,Not Given,GEOROC,54.15,0.2,2.99,12.39,0.31,28.96,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. ZK3-1-94.2,"Websterite, olivine",Nan,47.0,90.0,[21491] TANG DONG-MEI (2017),Not Given,Not Given,GEOROC,53.631,0.408,1.847,14.711,0.583,26.053,1.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_4-3-1,"Andesite, clinopyroxene-orthopyroxene",Nan,38.1381,140.4489,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,53.5392,0.399,1.286,20.362,0.497,22.828,1.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. U1188,"Peridotite, garnet, xenolith",Nan,66.43485,112.31798,[19627] IONOV D. A. (2015),Not Given,Not Given,GEOROC,57.6772,0.0223,0.497,4.7576,0.1076,34.9761,1.0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. BXE-32-I,"Peridotite, spinel",Nan,-50.53,-72.65,[10160] WANG JIAN (2007),Not Given,Not Given,GEOROC,55.17,0.06,3.55,6.04,0.15,32.92,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. BNC1,"Orthopyroxenite, garnet, xenolith",Nan,-52.0397,-70.0689,[12786] WANG JIAN (2008),Not Given,Not Given,GEOROC,55.19,0.44,4.01,8.45,0.24,31.79,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. M452397R306_15_68,Lherzolite,Nan,65.68634123,29.61344946,[28670] JÄRVINEN V. (2022),Not Given,Not Given,GEOROC,55.732278,0.0726,1.1398478,7.9727844,0.2051,32.0943,1.75732017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. JGD01-9A-B,Anorthosite,Nan,-24.155576,29.545848,[24774] MAGHDOUR-MASHHOUR R. (2021),Not Given,Not Given,GEOROC,52.54,0.11,1.29,12.3,0.24,32.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 0.72304,Not given,Nan,-25.69,27.41,[22467] VEKSLER I. V. (2018),Not Given,Not Given,GEOROC,54.84,0.2,1.4,7.92,0.28,34.53,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KP4-140,Scoria,Nan,43.8708,144.4232,[22456] MATSUMOTO A. (2018),Not Given,Not Given,GEOROC,53.393,0.185,0.505,19.507,2.167,23.146,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. GR106-664,"Lherzolite, garnet",Nan,65.507,41.393,[24375] LEBEDEVA N. M. (2020),Not Given,Not Given,GEOROC,57.08,0.22,0.58,6.6,0.15,34.32,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 176542,Orthopyroxenite,Nan,64.99815,-51.75637,[27105] ZEMENY A. (2023),Not Given,Not Given,GEOROC,55.2,0.0564,1.95,14.53,0.2719,26.63,0.2051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 0282203A,Not given,Nan,43.68,142.88,[13181] SATO E. (2007),Not Given,Not Given,GEOROC,53.45,0.13,0.45,20.6,0.83,24.03,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KP4-136,Pumice,Nan,44.0,144.0,[22456] MATSUMOTO A. (2018),Not Given,Not Given,GEOROC,54.31,0.109,0.398,19.52,2.179,23.306,1.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. VIC2501,"Pyroxenite, xenolith",Nan,52.8208,-83.8833,[18099] SMIT K. V. (2014),Not Given,Not Given,GEOROC,58.08,0.05,0.76,4.49,0.1,35.86,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KP4-168,Pumice,Nan,43.8638,144.0763,[22456] MATSUMOTO A. (2018),Not Given,Not Given,GEOROC,53.742,0.151,0.5,19.05,2.091,22.799,1.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_4-3-1,"Andesite, clinopyroxene-orthopyroxene",Nan,38.1381,140.4489,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,54.39098,0.191,1.904,15.696,0.415,26.626,1.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 661.97,Pyroxenite,Nan,-25.75,28.2,[22503] MONDAL S. K. (2007),Not Given,Not Given,GEOROC,55.686,0.137,1.278,12.306,0.282,29.896,0.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. DLW07,"Lherzolite, spinel, xenolith",Nan,41.52,128.11,[24257] ZHANG LA (2020),Not Given,Not Given,GEOROC,54.2,0.22,5.2,7.19,0.15,30.4,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_16082601,"Andesite, olivine-clinopyroxene-orthopyroxene",Nan,38.1364,140.4525,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,52.90857,0.344,1.0,21.109,0.514,22.683,2.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. BG-02,"Lherzolite, spinel, xenolith",Nan,46.0,26.0,[8226] VASELLI O. (1995),Not Given,Not Given,GEOROC,54.2,0.12,5.24,6.23,0.12,31.83,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. SV-7,"Peridotite, xenolith",Nan,43.0,133.0,[23590] IONOV D. A. (2020),Not Given,Not Given,GEOROC,55.588,0.1075,4.04025,6.02,0.1365,33.07075,0.58675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_4-1-1,"Andesite, clinopyroxene-orthopyroxene",Nan,38.1381,140.4489,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,52.90768,0.27,1.089,21.24936,0.543,21.5992,1.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. SF-93803,"Pyroxenite, xenolith",Nan,54.0,113.0,[7672] GLASER S. M. (1999),Not Given,Not Given,GEOROC,54.0,0.46,4.69,8.59,,30.57,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KAL20B,Basaltic-andesite,Nan,-41.3,-72.6,[24938] AUWERA J. V. (2021),Not Given,Not Given,GEOROC,52.922,0.3495,1.9591,20.3062,0.7787,22.7269,1.5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. WLG14-43,"Harzburgite, spinel, xenolith",Nan,41.94,117.74,[20612] ZOU DONGYA (2016),Not Given,Not Given,GEOROC,56.2,0.07,2.94,5.38,0.1,34.38,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OU78515,"Harzburgite, xenolith",Nan,-78.3984,163.8279,[19201] MARTIN A. P. (2015),Not Given,Not Given,GEOROC,56.09,0.0,3.445,5.907,0.0,33.762,0.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_4-1-1,"Andesite, clinopyroxene-orthopyroxene",Nan,38.1381,140.4489,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,52.51095,0.314,1.022,20.74248,0.453,21.75306,2.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. BH81,"Clinopyroxenite, xenolith",Nan,47.2,17.0,[8580] SZABO C. (1995),Not Given,Not Given,GEOROC,54.8,0.13,4.63,6.48,0.19,32.9,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. AM131,Diorite,Nan,39.2867,-120.4722,[23367] MCCARTHY A. (2017),Not Given,Not Given,GEOROC,54.16,0.2205,0.7594,19.8,0.4275,24.77,0.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. AVX42,Not given,Nan,53.256,158.836,[15403] ISHIMARU S. (2011),Not Given,Not Given,GEOROC,58.06,0.01,1.18,2.82,0.03,36.98,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. ASO-A,Pumice,Nan,32.9,131.0,[26604] KELLER F. (2023),Not Given,Not Given,GEOROC,54.2008,0.258708,0.89605,16.6163,1.46369,24.9718,1.16857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. TRUE032,Kimberlite,Nan,66.0,114.0,[18232] ASHCHEPKOV I. V. (2010),Not Given,Not Given,GEOROC,52.57,0.03,5.37,7.37,0.15,33.92,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. ABT3,Norite,Nan,32.0,36.0,[20029] STERN R. J. (2016),Not Given,Not Given,GEOROC,52.1253,0.0896,5.322,17.2755,0.2939,24.9813,0.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MA-2015-5 (1993),Basaltic-andesite,Nan,13.25,123.7,[25423] RUTH D. C. S. (2021),Not Given,Not Given,GEOROC,52.3754,0.237524,1.32535,17.7265,0.642869,25.2825,1.48444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. CHA-14-01,Not given,Nan,-16.30068024,-71.61779629,[25790] AGUILAR R. (2022),Not Given,Not Given,GEOROC,50.9484,0.5821,2.5555,9.9806,0.246,14.3887,20.1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. DAL,"Peridotite, xenolith",Nan,66.33,112.8,[21172] ASHCHEPKOV I. V. (2017),Not Given,Not Given,GEOROC,58.084,0.113,0.568,5.361,0.123,34.45,1.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_13-1(5-2-1),"Andesite, clinopyroxene-orthopyroxene",Nan,38.1333,140.4447,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,52.81,0.321,0.997,20.807,0.481,22.761,2.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 06DK3,"Peridotite, xenolith",Nan,50.565,14.0106,[19859] ACKERMAN L. (2015),Not Given,Not Given,GEOROC,56.65,0.01,2.26,5.41,0.11,34.59,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_4-1-1,"Andesite, clinopyroxene-orthopyroxene",Nan,38.1381,140.4489,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,53.409525,0.328,1.149,19.108,0.47,23.211,1.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. FL15,"Lherzolite, xenolith",Nan,50.22,6.77,[8623] LLOYD F. E. (1991),Not Given,Not Given,GEOROC,56.61,0.05,0.8,6.13,0.13,34.16,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_4-3-1,"Andesite, clinopyroxene-orthopyroxene",Nan,38.1381,140.4489,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,54.33316,0.172,1.655,15.713,0.354,26.714,1.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. SLP1303-1,"Pyroxenite, xenolith",Nan,31.2967,82.975,[20967] CHENG ZHIHUI (2017),Not Given,Not Given,GEOROC,57.416,0.0,0.973,7.339,0.117,32.359,0.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MSH90-8PX24SP1,Not given,Nan,46.1978,-122.1422,[6550] COOPER KARI M. (2003),Not Given,Not Given,GEOROC,54.4,0.31,0.76,16.7,0.48,25.3,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MA-1968,Basaltic-andesite,Nan,13.25,123.7,[25423] RUTH D. C. S. (2021),Not Given,Not Given,GEOROC,52.3423,0.299235,0.986999,19.942,0.774639,22.6498,2.10621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. AM91,Diorite,Nan,39.2822,-120.4744,[23367] MCCARTHY A. (2017),Not Given,Not Given,GEOROC,53.94,0.0211,2.55,15.22,0.3022,28.31,0.2054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KH030P,"Peridotite, xenolith",Nan,56.65,161.4,[23355] SIEGRIST M. (2019),Not Given,Not Given,GEOROC,57.449364,0.161481,0.91263,6.668869,0.101462,34.918087,0.341284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. IN14024,Boninite,Nan,58.31,-77.69,[25732] GROCOLAS T. (2022),Not Given,Not Given,GEOROC,56.44,0.0831,2.19,8.79,0.184,33.15,0.1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. HK64081206D,"Lherzolite, spinel, xenolith",Nan,39.95,139.73,[23257] SATO Y. (2019),Not Given,Not Given,GEOROC,57.087,0.089,1.256,7.432,0.147,33.273,0.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 0.4138,Not given,Nan,-25.69,27.41,[22467] VEKSLER I. V. (2018),Not Given,Not Given,GEOROC,53.84,0.21,1.32,12.55,0.32,30.42,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 1-12-13,Andesite,Nan,42.07,140.68,[17180] TAKAHASHI R. (2013),Not Given,Not Given,GEOROC,53.2,0.19,0.68,21.33,1.24,21.45,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KBD12,"Lherzolite, garnet, xenolith",Nan,-28.766,24.83,[19129] HANGER B. J. (2015),Not Given,Not Given,GEOROC,57.15,0.11,0.88,5.14,0.09,34.84,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MA-1978,Basaltic-andesite,Nan,13.25,123.7,[25423] RUTH D. C. S. (2021),Not Given,Not Given,GEOROC,53.158,0.271847,1.52629,19.4191,0.68569,23.5253,1.60479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. IC81-8,"Lherzolite, spinel, xenolith",Nan,39.95,139.73,[23257] SATO Y. (2019),Not Given,Not Given,GEOROC,55.933,0.08,3.796,6.608,0.146,33.053,0.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MA-1947,Basaltic-andesite,Nan,13.25,123.7,[25423] RUTH D. C. S. (2021),Not Given,Not Given,GEOROC,54.4543,0.246204,0.905401,18.9916,0.640741,22.5555,1.85337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MQ08,Not given,Nan,14.5,-61.0,[20639] COOPER G. F. (2016),Not Given,Not Given,GEOROC,53.7994,0.0925,1.0175,17.7693,0.4786,25.4554,0.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. 314-56,"Lherzolite, spinel, xenolith",Nan,54.0,113.0,[12358] IONOV D. A. (2005),Not Given,Not Given,GEOROC,56.13,0.05,3.31,5.58,0.13,34.17,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. UV-89-03,"Peridotite, garnet, xenolith",Nan,66.43485,112.31798,[15998] YAXLEY G. M. (2012),Not Given,Not Given,GEOROC,57.815625,0.034725,0.440925,5.128825,0.1027,35.902375,0.4309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. UD-35-02,"Lherzolite, garnet, xenolith",Nan,66.43485,112.31798,[20989] KOLESNICHENKO M. V. (2017),Not Given,Not Given,GEOROC,58.148,0.087,0.434,4.669,0.117,36.41,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. YM01-32,"Peridotite, spinel, xenolith",Nan,23.03,104.4,[14534] XIA PING (2006),Not Given,Not Given,GEOROC,55.35,0.1,3.91,6.18,0.17,33.28,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. KLA1646,"Harzburgite, xenolith",Nan,28.67,-17.9,[4277] KLÜGEL A. (2001),Not Given,Not Given,GEOROC,56.79,0.0,2.18,6.04,0.127,32.94,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. TAF24,Pyroclastic sediment,Nan,-1.1505,37.6577,[24808] INNOCENZI F. (2021),Not Given,Not Given,GEOROC,55.8,0.18,3.6,6.82,0.15,33.02,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. OKP_16082601,"Andesite, olivine-clinopyroxene-orthopyroxene",Nan,38.1364,140.4525,[26182] SATO M. (2022),Not Given,Not Given,GEOROC,53.13231,0.384,0.886,21.146,0.508,22.344,2.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. AM91,Diorite,Nan,39.2822,-120.4744,[23367] MCCARTHY A. (2017),Not Given,Not Given,GEOROC,54.09,0.1823,2.06,16.19,0.3116,27.15,0.8253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. UV-600/09,"Harzburgite, spinel, xenolith",Nan,66.43485,112.31798,[16892] DOUCET L. S. (2012),Not Given,Not Given,GEOROC,57.27313333,0.02538333333,2.088233333,4.9916,0.1147,34.95788333,0.48975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. MA-1978,Basaltic-andesite,Nan,13.25,123.7,[25423] RUTH D. C. S. (2021),Not Given,Not Given,GEOROC,52.6091,0.271663,1.15691,20.979,0.699658,22.5272,1.50928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enstatite,Abundant,samp. ZJD10,"Lherzolite, xenolith",Nan,23.03,104.4,[24685] XIE ZHIPENG (2021),Not Given,Not Given,GEOROC,54.711,0.088,4.416,6.485,0.136,32.304,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
