mineral_name,mineral_frequency,sample_label,rock_name,classification,latitude,longitude,doi/ref,igsn,analytical_method,data_source,SiO2,TiO2,Al2O3,FeO,MnO,MgO,Cr2O3,Fe2O3,CaO,Na2O,K2O,P2O5,NiO,BaO,CO2,(SO3)2-,SO2,PbO,SrO,ZrO2,Nb2O5,B2O3,WO3,As2O5,ZnO,MoO3,CuO,CdO,Mn2O3,Cu2O,SnO,BeO,SnO2,H2O,F,Cl,Si,Ti,Al,Fe,S,Cu,Pb,Zn,Co,Ni,As,Ag,Sb,Hg,Bi,Te,Mo,Mn,Mg,Ca,Na,K,Cr,Sr,Ba,Y2O3,Sc2O3,La2O3,Ce2O3,Pr2O3,Nd2O3,Sm2O3,Gd2O3,Dy2O3,ThO2,UO2,Tb2O3,ThO2.1,Tb2O3.1,ThO2 ,Tb2O3 
forsterite,Abundant,samp. CHASCON-ASPERO,Basaltic-andesite,Nan,-23.0,-67.75,[23586] BURNS D. H. (2020),Not Given,Not Given,GEOROC,39.45,,0.024,16.35,0.23,44.23,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 150720_TF_130315_GM1_C7_L1,Basalt,Nan,-38.19584,176.53517,[26446] HUGHES E. C. (2023),Not Given,Not Given,GEOROC,38.7365,,0.011979,17.3611,0.471335,42.0845,,,0.213888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. K97-15B,Picrite,Nan,19.47,-155.58,[22321] SOBOLEV A. V. (2011),Not Given,Not Given,GEOROC,39.8929,0.011,0.0484,12.336,0.1732518,46.7696,,,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 1-10,Hawaiite,Nan,37.549245,14.986397,[21888] KAHL M. (2017),Not Given,Not Given,GEOROC,38.40063977,,,22.86889138,0.4264920254,38.91310637,,,0.3884197375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. VATN-1,Basalt,Nan,63.8593,-22.3718,[23587] RASMUSSEN M. B. (2020),Not Given,Not Given,GEOROC,40.4127,0.0103,0.0579,11.0876,0.1813,47.5627,,,0.3713,0.0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. MGA301,Basalt,Nan,-21.9233,-157.925,[21334] WEISS Y. (2016),Not Given,Not Given,GEOROC,39.13627,,0.02232,17.16617,0.28517,42.43993,,,0.37736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. JSH/B006,Picrite,Nan,-72.5,-14.0,[14725] HEINONEN J. S. (2010),Not Given,Not Given,GEOROC,39.26,0.01,0.03,17.81,0.25,41.97,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. CL09-46,"Wehrlite, xenolith",Nan,36.59,118.81,[22320] XIAO YAN (2013),Not Given,Not Given,GEOROC,39.7,,,18.6,0.21,42.0,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 5-1 MS,Pyroclastic sediment,Nan,29.0,-13.6,[20766] GOMEZ-ULLA A. (2017),Not Given,Not Given,GEOROC,38.98,0.0255,0.0288,15.66,0.2142,44.57,,,0.2702,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. BP-31,Basalt,Nan,37.0172,-118.2135,[24266] BREHM S. K. (2020),Not Given,Not Given,GEOROC,40.03,,0.0399,14.1999,0.2667,44.6696,,,0.4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 2-4,Hawaiite,Nan,37.514929,15.043315,[21888] KAHL M. (2017),Not Given,Not Given,GEOROC,38.2499,,,23.1585,0.4267,38.3137,,,0.2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. Z-129,Andesite,Nan,19.418,-100.418,[10275] BLATTER D. L. (2007),Not Given,Not Given,GEOROC,39.9,,0.02,15.1,,44.3,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 5SE06,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,38.0224,,,26.6665,0.5268,35.1206,,,0.3442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. ET5,Not given,Nan,37.73,15.0,[24263] BORZI A. M. (2020),Not Given,Not Given,GEOROC,37.54,0.22,0.0,20.23,0.55,40.35,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. BN-3,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,37.2843,0.0267,0.0246,26.7977,0.6947,34.5867,,,0.4421,0.0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. WQE3,Not given,Nan,-36.98,174.77,[28656] DIDONNA R. (2024),Not Given,Not Given,GEOROC,38.759,0.034,0.017,18.589,0.33,41.939,,,0.357,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 1705,Tephrite,Nan,28.3,-16.6,[19988] ALBERT H. (2015),Not Given,Not Given,GEOROC,39.1306,,,14.5025,0.2044,44.874,,,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. E41,Basanite,Nan,50.39,7.22,[24201] SUNDERMEYER C. (2020),Not Given,Not Given,GEOROC,40.1377,,0.0465,14.8165,0.2432,44.8062,,,0.2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 80.26,Basaltic-andesite,Nan,41.883,-121.883,[4703] GERLACH D. C. (1982),Not Given,Not Given,GEOROC,39.8,0.0,0.08,14.3,0.25,45.8,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. M4C,Not given,Nan,19.4,-155.9,[24413] COUPERTHWAITE F. K. (2020),Not Given,Not Given,GEOROC,39.4555,,0.022156,16.6823,0.0,43.0926,,,0.278281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. JS27,Basalt,Nan,42.5,-118.5,[22509] MOORE N. E. (2018),Not Given,Not Given,GEOROC,38.297,0.022,0.054,19.3,0.29,41.373,,,0.272,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. HHS,Not given,Nan,49.0,126.0,[20551] ZHANG L.-Y. (2016),Not Given,Not Given,GEOROC,39.45,0.0351,0.0181,19.65,0.3235,41.08,,,0.3115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. M3C,Not given,Nan,19.4,-155.9,[24413] COUPERTHWAITE F. K. (2020),Not Given,Not Given,GEOROC,40.2668,,0.034313,9.63079,0.140378,48.7578,,,0.204928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. ASC1_S,Not given,Nan,19.018,-99.152,[11611] STRAUB S. M. (2008),Not Given,Not Given,GEOROC,38.8,,,18.6,,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. LAS1,Not given,Nan,-23.3129,-67.7835,[24075] ROBIDOUX P. (2020),Not Given,Not Given,GEOROC,37.86,,,16.4,0.3202,46.0,,,0.1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. TK-1 (MICROCRYSTIC),Kimberlite,Nan,14.5292,77.3083,[21176] DONGRE A. N. (2017),Not Given,Not Given,GEOROC,41.54,0.02,0.01,6.91,0.1,50.9,,,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. KP18-55,Lamproite,Nan,-13.1164,31.5064,[26673] SAFONOV V. G. (2023),Not Given,Not Given,GEOROC,40.95,0.04,0.01,10.74,0.15,48.15,,,0.19,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. LAL70,Picrite,Nan,12.4431,39.5433,[20330] NATALI C. (2016),Not Given,Not Given,GEOROC,37.88,0.04,0.01,21.2,0.37,38.65,,,0.26,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. TU11,Andesite,Nan,10.03,-83.77,[22785] DI PIAZZA A. (2019),Not Given,Not Given,GEOROC,38.785296,,,20.794592,0.398784,39.674352,,,0.153184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 93VBS 204,Nephelinite,Nan,53.77,112.98,[7765] JOHNSON J. S. (2005),Not Given,Not Given,GEOROC,37.5222,,,26.5632,0.6199,35.257,,,0.3584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 30192,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,37.1603,,,26.2137,0.5333,35.5518,,,0.4198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. JVT-09-32,Dolerite,Nan,21.31004,14.71148,[15724] KEIDING J. K. (2011),Not Given,Not Given,GEOROC,39.96,0.02,0.06,12.71,0.24,46.18,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. DVB5B,Basalt,Nan,-45.6,170.5,[25493] PONTESILLI A. (2021),Not Given,Not Given,GEOROC,36.68,0.06,,21.25,0.26,40.34,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. LUCH,Not given,Nan,56.05,160.63,[21150] PORTNYAGIN M. V. (2017),Not Given,Not Given,GEOROC,40.91,,,9.29,0.15,49.67,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. YBS-1318,Not given,Nan,25.4,109.0,[25561] ZHOU YI (2022),Not Given,Not Given,GEOROC,39.63,0.01,0.02,19.65,0.36,39.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. B,Kimberlite,Nan,65.69,40.18,[20911] NOSOVA A. A. (2017),Not Given,Not Given,GEOROC,41.39,,0.01,8.73,,50.09,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 22DS-1,Basalt,Nan,-21.5702,55.4688,[6235] FRETZDORFF S. (2002),Not Given,Not Given,GEOROC,39.03,,,18.5,0.2,41.73,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. PRE-2019 LAPILLI,Not given,Nan,48.57,153.05,[25005] SMIRNOV S. Z. (2021),Not Given,Not Given,GEOROC,37.5174,0.0182,0.0156,26.5017,0.48235,34.944,,,0.1974642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. Cl373,Basalt,Nan,-36.5,-69.5,[19773] SOAGER N. (2015),Not Given,Not Given,GEOROC,39.20416545,,0.0506863845,13.40584897,0.1845114876,47.15008611,,,0.2390374558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. MSL-3,Leucitite,Nan,39.0,-4.0,[20341] LUSTRINO M. (2016),Not Given,Not Given,GEOROC,39.96,,,10.42,0.157,48.85,,,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 1APET3/10,Gabbro,Nan,38.79,15.21,[7014] MATTIOLI M. (2003),Not Given,Not Given,GEOROC,39.16,,0.02,17.94,0.28,42.38,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. GAE6U,Basalt,Nan,65.0,-16.0,[17182] THOMSON B. A. (2013),Not Given,Not Given,GEOROC,39.74,0.0,0.1,15.85,0.23,44.15,,,0.3,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,"samp. 157-953C-93R-6,45-55","Basalt, olivine-clinopyroxene",Nan,28.6502,-15.1445,[4751] GURENKO A. A. (1998),Not Given,Not Given,GEOROC,38.74,0.04,0.05,18.51,0.25,41.73,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. MV89-551,Cumulate,Nan,45.38564,-109.91345,[22620] JENKINS M. C. (2018),Not Given,Not Given,GEOROC,39.805,0.049,0.011,13.446,0.208,45.948,,,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. SP98-39,Not given,Nan,57.2,-170.4,[14099] CHANG J. M. (2009),Not Given,Not Given,GEOROC,39.44,0.06,0.05,15.69,0.22,43.52,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 6-1 PP,Pyroclastic sediment,Nan,29.0,-13.6,[20766] GOMEZ-ULLA A. (2017),Not Given,Not Given,GEOROC,39.09,0.0221,0.0511,13.81,0.2103,45.79,,,0.2638,0.0112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. UV1&2,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,37.571,,,27.8642,0.6495,33.9399,,,0.4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. L10,Alkali basalt,Nan,-7.2,109.22,[27204] BARBER N. D. (2023),Not Given,Not Given,GEOROC,39.102,0.0192,0.0168,18.0433,0.2727,41.673,,,0.1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 1-7,Hawaiite,Nan,37.550313,14.988188,[21888] KAHL M. (2017),Not Given,Not Given,GEOROC,38.3001,,,23.5043,0.5102,37.6808,,,0.2933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 15XS-20,Wehrlite,Nan,22.1127,106.8276,[27315] HU LI-SHA (2024),Not Given,Not Given,GEOROC,39.591,0.0,0.032,19.076,0.261,41.591,,,0.327,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. BJ-1053,Basalt,Nan,8.11,38.37,[8669] ROONEY T. O. (2005),Not Given,Not Given,GEOROC,39.19,,,21.66,0.32,37.49,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. ET3,Not given,Nan,37.73,15.0,[24263] BORZI A. M. (2020),Not Given,Not Given,GEOROC,37.6,0.14,0.05,21.02,0.68,39.39,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. S9,Andesite,Nan,19.0936,-99.1539,[15236] STRAUB S. M. (2011),Not Given,Not Given,GEOROC,39.14682413,,,17.1276314,,42.65944899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. AB,Not given,Nan,9.0,36.5,[21059] CASAGLI A. (2017),Not Given,Not Given,GEOROC,41.54424888,0.009170350031,0.2093842274,8.926701291,0.1336562945,49.00286555,,,0.1164810559,0.02768108639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. MGA301,Basalt,Nan,-21.9233,-157.925,[21334] WEISS Y. (2016),Not Given,Not Given,GEOROC,39.31804,,0.02365,15.50096,0.24881,43.82707,,,0.37389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. MELF-7,Not given,Nan,40.95,15.62,[22915] ERSOY O. (2019),Not Given,Not Given,GEOROC,39.25,,,14.93,0.35,45.0,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 137-LEON-1-3,Not given,Nan,-25.45,-68.47,[3992] WITTENBRINK R. (1997),Not Given,Not Given,GEOROC,36.9,,,29.06,0.62,33.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. LSH,Basanite,Nan,50.4,7.25,[24201] SUNDERMEYER C. (2020),Not Given,Not Given,GEOROC,39.9113,,0.0554,12.7592,0.2157,45.6275,,,0.2901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 5SE06,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,37.8898,,,27.019,0.5772,34.988,,,0.3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. REV 031,Basaltic-andesite,Nan,-0.08,-77.66,[12606] RIDOLFI F. (2008),Not Given,Not Given,GEOROC,39.3693,0.0677,0.0003,17.7859,0.17,43.3516,,,0.1006,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. MA 142,Not given,Nan,32.6389,-16.9361,[17233] GURENKO A. A. (2013),Not Given,Not Given,GEOROC,39.61668586,0.019,0.034,14.7934353,0.1847017544,45.03097738,,,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. LS,Basanite,Nan,50.4,7.25,[24201] SUNDERMEYER C. (2020),Not Given,Not Given,GEOROC,39.6125,,0.045,12.1728,0.1917,46.971,,,0.1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. X14,Not given,Nan,19.05,-100.12,[6910] BLATTER D. L. (1998),Not Given,Not Given,GEOROC,40.81,,0.0,9.02,0.13,48.73,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 14SE06,Trachybasalt,Nan,37.73,15.0,[16174] NICOTRA E. (2012),Not Given,Not Given,GEOROC,45.61,0.11,,11.82,,41.34,,,0.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. M452397R305_17_04,Lherzolite,Nan,65.686063,29.61292043,[28670] JÄRVINEN V. (2022),Not Given,Not Given,GEOROC,40.1106,,0.0094,14.0512,0.2165,45.1692,,,0.0372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. SPO56,Not given,Nan,19.095,-98.865,[11611] STRAUB S. M. (2008),Not Given,Not Given,GEOROC,38.8,,,19.41,,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 21TP258,Gabbro,Nan,32.08744167,84.10506667,[26259] ZHANG WEI-QI (2022),Not Given,Not Given,GEOROC,39.597,0.022,0.011,14.373,0.255,45.542,,,0.075,0.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. SVP5,Basalt,Nan,37.73,15.0,[10047] KAMENETSKY V. S. (2007),Not Given,Not Given,GEOROC,40.69,,,9.16,0.15,49.33,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. BP-24,Basalt,Nan,36.9878,-118.2502,[24266] BREHM S. K. (2020),Not Given,Not Given,GEOROC,40.6355,,0.0542,10.7659,0.1711,46.7475,,,0.4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. U10Q,Peridotite,Nan,57.0,-6.0,[20956] HEPWORTH L. N. (2017),Not Given,Not Given,GEOROC,40.93,,0.0,12.53,0.2022,46.91,,,0.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 220103,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,38.8653,,,20.5428,0.3732,39.5715,,,0.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. JGF-98/6,"Harzburgite, garnet, xenolith",Nan,-29.7639,25.4194,[20809] AN YA-JUN (2017),Not Given,Not Given,GEOROC,41.62,0.02,0.0,7.17,0.07,50.18,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. UR-36,Basaltic-andesite,Nan,19.4792,-102.0075,[20906] PU XIAOFEI (2017),Not Given,Not Given,GEOROC,39.2232,,0.0141,19.257,0.3233,40.9246,,,0.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. GTH_75_17_01,Kimberlite,Nan,64.4961,-110.2733,[13833] BRETT R. C. (2009),Not Given,Not Given,GEOROC,40.407,0.0185,0.005,10.5552,0.1232,48.2249,,,0.0471,0.0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 98IPE27,Andesite,Nan,54.07,159.6,[7201] IZBEKOV P. E. (2004),Not Given,Not Given,GEOROC,38.84,0.02,,20.72,0.38,39.54,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. PIC43,Not given,Nan,-41.0708,-72.4694,[23134] AUWERA J. V. (2019),Not Given,Not Given,GEOROC,38.85302701,,,20.66845949,0.3732794926,39.62534127,,,0.2643719157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. U10Q,Peridotite,Nan,57.0,-6.0,[20956] HEPWORTH L. N. (2017),Not Given,Not Given,GEOROC,40.75,,0.0543,12.75,0.1953,46.37,,,0.1565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. SEF2,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,38.6663,,0.0359,18.7983,0.3202,41.107,,,0.2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forsterite,Abundant,samp. 140392 A,Not given,Nan,37.73,15.0,[19950] KAHL M. (2015),Not Given,Not Given,GEOROC,37.2929,,,25.5138,0.5837,35.2268,,,0.4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
